MCU问题单号,问题描述,进展,根因,对策,车族,车型,电驱代号,管理平台,问题类别,问题解析报告,问题解析附件,车辆类型,仪表指示灯,故障DTC,故障工况,故障时刻
SW-H77A-H200A-005,整车上电，无法启动，后电机MCU卡死INIT状态,,"状态机跳转异常，卡死init
H77项目关闭故障复位功能，关闭故障复位软件中对故障计数功能强制标定0，致使软件无法跳转故障复位功能，但此时状态机会反馈fault故障前一状态",,H77系列,H77A-PHEV-800V,H200B,智新科技800V-ID4-同步,软件|应用层,https://hav4xarv6k.feishu.cn/file/SppEb2z9LoSp4wxFzVmcDH2BnUb,https://hav4xarv6k.feishu.cn/drive/folder/GC4Qf7dahlpkiwddedkcGqyRn8e,试验车,无,NA,车辆启动,
SW-H531-L160A-008,湖州H53上Ready后亮发动机故障灯,,后电机KL15供电异常，排查为VIU-ML卡死导致的报文转发问题,,H53系列,H531-PHEV-400V,L160C,智新控制400V-ID2,NA,https://hav4xarv6k.feishu.cn/docx/WYjedy0WQo4KEBxAnCzc0udPnag,非MCU问题,商品车,,P163A09,车辆启动,
SW-H37B-H200A-001,车辆无法休眠，数据上MCUR优先发送主动唤醒,,VIU发送的KL15电异常导致MCUR频繁唤醒,NA,H37系列,H37B-EV-800V,H200A,智新科技800V-ID4-同步,NA,http://无,无,试验车,无,NA,车辆启动,
SW-H53A-L200A-019,包头H53车辆挂D档行驶不了,,旋变本体异常,,H53系列,H53A-EV-400V,L200A,智新控制400V-ID2,制造|来料,https://hav4xarv6k.feishu.cn/docx/VDrzdrU4vod1Pwxqf34cCWOInme?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/T4SgfgGdglwJbhdsjDGcYNVmnRh?from=from_copylink,商品车,"电机故障红灯, 动力系统故障黄灯","P0A3F09,P161437",车辆启动,
SW-H97a/c-L200A-079,郑州H97C绝缘故障,,后电机绝缘阻值为0,,H97系列,H97a/c-REV-400V,L200A-2,巨一400V,硬件|高压侧,https://hav4xarv6k.feishu.cn/docx/Psfydzlv8o9OzNxzsUVcW4q2n7b,https://hav4xarv6k.feishu.cn/drive/folder/Kj6GfWqoelRAWgdqa62c7DlfnCg?from=from_copylink,商品车,动力系统故障红灯,NA,车辆启动,
SW-H77A-H200A-006,整车上电，无法启动，后电机MCU卡死INIT状态,,问题同DFH-H77-SW-NJKK-0081,,H77系列,H77A-PHEV-800V,H200B,智新科技800V-ID4-同步,软件|应用层,https://hav4xarv6k.feishu.cn/file/SppEb2z9LoSp4wxFzVmcDH2BnUb,https://hav4xarv6k.feishu.cn/drive/folder/GC4Qf7dahlpkiwddedkcGqyRn8e,试验车,无,NA,车辆启动,
SW-H56A-L160A-001,H56A EV行驶中动力丢失,,后电机控制器母线电压采样偏低，导致前后电机同时报母线电压不合理故障,,H56系列,H56A-EV-400V,L160A,智新控制400V-ID2,软件|底层,https://hav4xarv6k.feishu.cn/file/GYynbEUYSoMIK2xtyRtcmLnwn4V,https://hav4xarv6k.feishu.cn/drive/folder/Ew46fHH3rlb8BSdBrfOc9AR4nFe,商品车,"电机故障红灯, 动力系统故障红灯",NA,平稳驾驶,
SW-H97D-L200A-004,郑州威佳H97D 动力系统电机故障灯亮,,电机温度传感器插件接触不良,,H97系列,H97D-REV-400V,L200A-2,巨一400V,制造|来料,https://hav4xarv6k.feishu.cn/docx/ISJJdfFsBolphEx7EaRca8Vdnsh?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/BO0YfDTHQl5Fbnd3kbIcF9Jfn8d?from=from_copylink,商品车,电机故障黄灯,P0A2A11,平稳驾驶,
SW-H97a/c-L160A-033,0207哈尔滨97c限速,,故障未复现，NTF,,H97系列,H97a/c-REV-400V,L160A-2,巨一400V,NA,https://hav4xarv6k.feishu.cn/file/TB5ybdHN8ogv9lxOqcZc8OSUnnc,https://hav4xarv6k.feishu.cn/drive/folder/X3yufbD3DlXcS5dnQZGcFN1anxc?from=from_copylink,商品车,"电机故障红灯, 动力系统故障黄灯",P161209,平稳驾驶,
SW-H97a/c-L200A-080,广州97C无法加速,,BK版本HVMCU故障，在高速下误报三级故障,,H97系列,H97a/c-REV-400V,L200A-2,巨一400V,软件|底层,https://hav4xarv6k.feishu.cn/docx/HGafdb5loo8HmGxWiPscFF6kn5d?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/X95qf2hcOlW83JdnimCcPHKtnrg?from=from_copylink,商品车,"电机故障红灯, 动力系统故障黄灯",NA,车辆启动,
SW-H97E-L135A-001,驱动耐久测试过程中磁环融化,,电机与壳体短路，不需要电控做变更,NA,H97系列,H97E-REV-400V,L135A,青山400V-ID4,NA,https://hav4xarv6k.feishu.cn/file/QoK5bw0tioeArOxRN6zcJgv2n4c,https://hav4xarv6k.feishu.cn/drive/folder/NrCZfRz6xlgEmcdIVWSc5xernAe?from=space_personal_filelist,试验车,无,NA,平稳驾驶,
SW-H97a/c-L160A-034,铜排烧蚀问题解析,,铜排打火,,H97系列,H97a/c-REV-400V,L160A-2,巨一400V,硬件|高压侧,https://hav4xarv6k.feishu.cn/file/Gxdwbr3kwoAG2exz5FYcDI6Qnyf?from=from_copylink,/,商品车,"电机故障红灯, 动力系统故障黄灯",P161309,平稳驾驶,
SW-H37A-L200A-014,行驶中电机40码故障灯亮，动力限速,,VIUF软件错刷,,H37系列,H37A-EV-400V,L200A,智新控制400V-ID2,软件|底层,http://无,无,试验车,动力系统故障黄灯,NA,平稳驾驶,
SW-H97a/c-L160A-035,铜排烧蚀问题解析,,铜排打火,,H97系列,H97a/c-REV-400V,L160A-2,巨一400V,硬件|高压侧,http://见右边,铜排烧蚀问题 - 飞书云文档,商品车,"电机故障红灯, 动力系统故障黄灯",P161309,平稳驾驶,
SW-H56D-H170Y-001,冬标现场H56D EV连报两起异步机炸管故障,"251017：可关闭，补充报告
250721：过往问题，待补充资料说明","1、当前热管理策略在电池进水口温度超过45℃时退出堵转加热，电机回路冷却液最高温度可达65℃，堵转加热工况NTC温度超过90℃后开始进行降额保护，该工况下IGBT在达到NTC保护阈值之前，实际结温已超出最高许用温度，长时间工作导致过热炸管失效；
2、控制器触发降额保护控制器降功到0，仍存在20A励磁电流，该电流仍会持续发热造成过温。","1、取消堵转0kW工况下的20A的励磁电流
2、基于整车堵转加热冷却液温度和流量边界，台架摸底控制器温升保护阈值
3、增加过温保护关管策略",H56系列,H56D-EV-800V,H170YA,智新科技800V-ID4-异步,软件|应用层,http://无,无,试验车,"电机故障红灯, 动力系统故障红灯",P161209,充电,
SW-H56D-H170Y-002,冬标现场H56D EV连报两起异步机炸管故障,250721：过往问题，待补充资料说明,"1、当前热管理策略在电池进水口温度超过45℃时退出堵转加热，电机回路冷却液最高温度可达65℃，堵转加热工况NTC温度超过90℃后开始进行降额保护，该工况下IGBT在达到NTC保护阈值之前，实际结温已超出最高许用温度，长时间工作导致过热炸管失效；
2、控制器触发降额保护控制器降功到0，仍存在20A励磁电流，该电流仍会持续发热造成过温。","1、取消堵转0kW工况下的20A的励磁电流
2、基于整车堵转加热冷却液温度和流量边界，台架摸底控制器温升保护阈值
3、增加过温保护关管策略",H56系列,H56D-EV-800V,H170YA,智新科技800V-ID4-异步,软件|应用层,http://无,无,试验车,"电机故障红灯, 动力系统故障红灯",P161209,充电,
SW-H97a/c-L160A-036,0216 江门97c慢充后故障,,铜排打火,,H97系列,H97a/c-REV-400V,L160A-2,巨一400V,硬件|高压侧,https://hav4xarv6k.feishu.cn/docx/EZgydeigioc8b0xIBIDcScAinSb?from=from_copylink,铜排烧蚀问题 - 飞书云文档,商品车,"电机故障红灯, 动力系统故障黄灯",P161309,充电,
SW-H37A-L200A-015,直线段全油门加速，车速70km/h左右，电机故障灯亮且功率受限，约2s故障灯熄灭，车速恢复正常,,动力系统在过温点给水泵频繁发停转到满转的指令，水泵没有拉起来。A点的水泵完全启动得18s以上，不能连续快速的频繁启停指令。,,H37系列,H37A-EV-400V,L200A,智新控制400V-ID2,软件|底层,https://hav4xarv6k.feishu.cn/slides/GrB8sqEmHlJPe0d22U0crRKInyp,https://hav4xarv6k.feishu.cn/drive/folder/P492fWqLelZQaOdKmsNcj6Ddnvh,试验车,"动力系统故障黄灯, 电机故障黄灯, 电机过温故障灯",P0A2F98,激烈驾驶,
SW-H531-L160A-009,上海H53行驶中亮动力系统故障灯电机故障灯,,前电机母线电压采样异常，报母线电压不合理故障,,H53系列,H531-PHEV-400V,L160C,智新控制400V-ID2,制造|工艺,https://hav4xarv6k.feishu.cn/file/KO78bUfrtoZWxVxcjMQctuXQnjg,https://hav4xarv6k.feishu.cn/drive/folder/Ew46fHH3rlb8BSdBrfOc9AR4nFe?from=from_copylink,商品车,电机故障黄灯,P0A0A11,平稳驾驶,
SW-H53B-H200A-002,车辆Ready后，P挡怠速，后驱动电机“哗啦哗啦”异响,,堵转加热未增加预扭矩，空行程转速波动导致扭矩发散失控，半轴抖断,,H53系列,H53B-EV-800V,H200A,智新科技800V-ID4-同步,软件|应用层,https://hav4xarv6k.feishu.cn/slides/V5TKseKC2lMHWwd7xrUcMrF5nre?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/FWVyfkIBKlHIXrdhpYTczfoEn3f?from=from_copylink,试验车,无,NA,平稳驾驶,
SW-H56D-H200A-001,由行车加热进入堵转加热状态时，车辆偶发持续性的剧烈抖动,"251017：可关闭
0325:堵转电流给Id为正时，旋变角度波动会引发控制发散",堵转策略不成熟,堵转加热的电流Id给正值注入,H56系列,H56D-PHEV-800V,H200A,智新科技800V-ID4-同步,软件|应用层,http://无,无,试验车,无,NA,充电,
SW-H97a/c-L200A-081,烟台97a亮故障灯动力受限,,BK版本HVMCU故障，在高速下误报三级故障,HVMCU故障诊断确认时间500ms-->1000ms,H97系列,H97a/c-REV-400V,L200A-2,巨一400V,软件|应用层,http://无,无,商品车,"电机故障红灯, 动力系统故障黄灯",NA,车辆启动,
SW-H97a/c-L200A-082,黄石h97c仪表乌龟灯亮，电机故障灯亮（LDP95H968PE303971）,,IGBT驱动通信故障、HVMCU故障,,H97系列,H97a/c-REV-400V,L200A-2,巨一400V,软件|底层,https://hav4xarv6k.feishu.cn/slides/MAGpsZeQFlUYvXdRvsTcBGbCnmf?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/RGu6f3MOslchIndQ4bacfol6nre,商品车,"电机故障红灯, 动力系统故障黄灯",NA,车辆启动,
SW-H97DLC-L200B-038,整车在总装报旋变欠压故障,,"1.欠压恢复条件要求为17V，实际写入为18V；
2.上电之后故障标志位需要置0，重新判断故障，实际置1；",,H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/slides/TBCtsRimmlKG3odfubRcbNknnfe?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/FbMef2XnilCW7Ndn3UYckqidn4b,试验车,无,P163116,车辆启动,
SW-H97a/c-L200A-083,长沙H97C-仪表性能受限&驱动电机故障灯报警（LDP95H964PE301120）,,IGBT驱动通信故障、HVMCU故障,,H97系列,H97a/c-REV-400V,L200A-2,巨一400V,软件|底层,https://hav4xarv6k.feishu.cn/slides/MAGpsZeQFlUYvXdRvsTcBGbCnmf?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/D7phf0Fhflwsu5dgAOIcU9BRnUd?from=from_copylink,商品车,"电机故障红灯, 动力系统故障黄灯",NA,车辆启动,
SW-H37A-L200A-016,无法上READY 锁车五分钟后故障消失,,上电瞬间，整车低压负载较高，会拉低小电瓶至8.4V，导致给逆变砖供电不足30V，HV MCU芯片不能正常工作，需要复位重启（联电认为是芯片特质）,,H37系列,H37A-EV-400V,L200A,智新控制400V-ID2,软件|底层,http://无,https://hav4xarv6k.feishu.cn/drive/folder/RygWfSW8cl4EY5dBdV6c5kPenLV,试验车,动力系统故障红灯,NA,车辆启动,
SW-H56A-L160A-002,"H56A，EV启动时仪表亮动力系统故障灯和驱动电机故障灯车辆无法行驶（抛锚）,前电机报母线电压采样超范围低、母线电压采样对地短路、IGBT驱动欠压；后电机报IGBT驱动欠压，母线电压不合理",,"0404:大电池蓄电池电压过高导致32JT的SW引脚损坏，TVS管耐压选型不合理
0320：待控制器返厂分析",,H56系列,H56A-EV-400V,L160A,智新控制400V-ID2,硬件|高压侧,https://hav4xarv6k.feishu.cn/file/Sr8ibJHEzocZ5wx6LZvcgWrOnTh,https://hav4xarv6k.feishu.cn/drive/folder/E5KpfZ18ulkIlcdP6G8cjsG3njf?from=from_copylink,商品车,"电机故障红灯, 动力系统故障红灯","P0A0A11,P162209",车辆启动,
SW-H97a/c-L160A-037,0321宁波铜排烧蚀,,控制器漏液打火,,H97系列,H97a/c-REV-400V,L160A-2,巨一400V,硬件|高压侧,https://hav4xarv6k.feishu.cn/docx/Is3JdW0UXomkA5xhBtMcbYIQnbh?from=from_copylink,铜排烧蚀问题 - 飞书云文档,商品车,"电机故障红灯, 动力系统故障黄灯",P161309,平稳驾驶,
SW-H97a/c-L160A-038,0322沧州绝缘异常,,铜排打火,增加铜排格挡,H97系列,H97a/c-REV-400V,L160A-2,巨一400V,硬件|高压侧,https://hav4xarv6k.feishu.cn/docx/PaXqd1X1WobJuIxUAjmcLihmnSd?from=from_copylink,铜排烧蚀问题 - 飞书云文档,商品车,"电机故障红灯, 动力系统故障黄灯",P161309,平稳驾驶,
SW-H56C-L160C-002,仪表点亮动力系统灯，电机灯，乌龟灯，车子提不上速，技师拿诊断仪检测后电机系统存在当前故障（故障码为 P106400 Inverter02处于故障状态 ， P0C0C11 IGBT驱动欠压不分高低边）,,"驱动副边二极管击穿

新增FTA：
故障现象：驱动欠压故障
故障状态：MCU硬件损坏
故障位置1：驱动板
故障位置2：模块外围电路损坏
可能原因1：副边电路失效
可能原因2：二极管损坏
故障件排查方法：故障件退返解析
",,H56系列,H56C-PHEV华为版-400V,L160C,智新控制400V-ID2,制造|工艺,https://hav4xarv6k.feishu.cn/file/P00bbqxo1onQIQx8sabc4dninMe,https://hav4xarv6k.feishu.cn/drive/folder/KeEAfODtfl90qudaiEjcKkoInjc,商品车,"电机故障红灯, 动力系统故障黄灯",P162209,平稳驾驶,
SW-H37A-H200A-049,静态下上电核1卡滞42s,软件集成看门狗兜底措施，已实施，软件已OTA,直接原因为core1卡滞,1、软件集成看门狗兜底措施,H37系列,H37A-EV-800V,H200A,智新科技800V-ID4-同步,软件|底层,https://hav4xarv6k.feishu.cn/slides/URjasgxBvlifkVd61cscqO4vnWh,https://hav4xarv6k.feishu.cn/drive/folder/PwD9flrdxlsTbEdFxnkckXtjn2f,试验车,动力系统故障黄灯,NA,车辆启动,
SW-H97E-L135A-002,总线估算效率偏高，动态情况下WLTC驱动效率90%多,,台架上已测试，母线估算精度3.9%满足要求,,H97系列,H97E-REV-400V,L135A,青山400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/file/CiiMbN868okLLoxx2NucLUuAnof,https://hav4xarv6k.feishu.cn/drive/folder/XEs3f0dGmlBL9UdcUgZcwldhnef,试验车,无,NA,平稳驾驶,
SW-H56C-L160C-003,H56C，电检二下线报MCUR上电缺相自检故障，重启后故障恢复,,驱动芯片偶发误报退饱和/驱动欠压主动关管，缺相检测时发波异常误报,,H56系列,H56C-PHEV华为版-400V,L160C,智新控制400V-ID2,软件|应用层,https://hav4xarv6k.feishu.cn/file/Rrfcb7rkAoSmn0xfbYmc53Udnqg,https://hav4xarv6k.feishu.cn/drive/folder/D3zDfmuP7l4GbSdMm2ocCJvxnzd,商品车,"电机故障红灯, 动力系统故障黄灯",P161F09,车辆启动,
SW-H53A-L200A-020,长沙H53EV无法充电，仪表报充电故障,,违规拖车，后电机炸管,,H53系列,H53A-EV-400V,L200A,智新控制400V-ID2,NA,https://hav4xarv6k.feishu.cn/docx/Bs6Kdt00WotDycx0SsYcivr8n3c?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/MLByft5ATlCXQ2dm6XQcZSeAnWd?from=from_copylink,商品车,动力系统故障红灯,P163D16,无法确认故障工况,
SW-H56A-L160A-009,江苏镇江轴承失效TI事件,251017：可关闭，补充新增监控需求、问题报告,轴承保持架失效造成电机空转,减速器问题，增加转速不合理TI预警,H56系列,H56A-PHEV-400V,L160A,智新控制400V-ID2,制造|来料,http://无,无,商品车,无,NA,平稳驾驶,
